GEOID,OA_CntEst_n,OA_PctEst_n,OA_CntEst,OA_PctEst,U_TPopEst,test_pct
42017103800,265,20.5,265,0.217,1223,0.21668029435813574
42017103900,954,22.8,954,0.24,3969,0.24036281179138322
42017104000,1045,14.3,1045,0.15,6967,0.14999282330988947
42017104100,216,5.1,216,0.102,2121,0.10183875530410184
42017104201,427,14,427,0.144,2973,0.1436259670366633
42017104203,638,12.1,638,0.117,5430,0.11749539594843462
42017104204,313,6.1,313,0.066,4764,0.06570109151973132
42017104301,604,27.1,604,0.23,2624,0.2301829268292683
42017104303,906,16.2,906,0.191,4748,0.19081718618365628
42017104304,249,20.3,249,0.196,1272,0.1957547169811321
42017104400,406,17.8,406,0.17,2385,0.17023060796645703
42017104502,1563,19.2,1563,0.197,7922,0.19729866195405202
42017104503,667,16,667,0.156,4277,0.15595043254617721
42017104505,583,10.6,583,0.101,5795,0.1006039689387403
42017104506,413,16.6,413,0.177,2334,0.17694944301628107
42017104601,1042,23.5,1042,0.232,4483,0.2324336381887129
42017104603,1494,13.5,1494,0.198,7529,0.19843272678974633
42017104604,1116,19.5,1116,0.201,5566,0.20050305425799497
42017104701,1151,20.5,1151,0.345,3341,0.34450763244537563
42017104702,662,19.6,662,0.251,2639,0.25085259568018187
42017104703,652,24.6,652,0.28,2325,0.28043010752688174
42017104800,333,9.8,333,0.11,3025,0.11008264462809918
42017104901,749,7.5,749,0.1,7493,0.09995996263178968
42017104902,1414,20.9,1414,0.198,7149,0.19778990068541055
42017105003,994,18.1,994,0.204,4882,0.20360507988529292
42017105004,1054,16.3,1054,0.191,5520,0.19094202898550725
42017105006,972,17.4,972,0.172,5645,0.17218777679362268
42017105008,605,13.5,605,0.159,3799,0.15925243485127666
42017105009,1012,23.3,1012,0.301,3357,0.30145963658028
42017105010,669,17.8,669,0.173,3874,0.17268972638100155
42017105011,365,8.9,365,0.101,3628,0.100606394707828
42017105012,476,14.4,476,0.161,2955,0.161082910321489
42017105013,975,13.8,975,0.165,5902,0.16519823788546256
42017105100,463,14.4,463,0.149,3098,0.14945125887669464
42017105202,1178,19.4,1178,0.228,5160,0.22829457364341085
42017105203,217,10,217,0.105,2062,0.1052376333656644
42017105206,669,12.4,669,0.137,4900,0.13653061224489796
42017105207,517,7.6,517,0.104,4980,0.10381526104417671
42017105208,265,10,265,0.106,2497,0.10612735282338806
42017105300,395,20.5,395,0.195,2028,0.1947731755424063
42017105400,1523,19.3,1523,0.184,8278,0.18398163807683016
42017105505,714,15.5,714,0.18,3976,0.1795774647887324
42017105506,493,13.8,493,0.122,4028,0.12239324726911618
42017105507,1338,17.9,1338,0.182,7341,0.18226399673069063
42017105508,372,10.8,372,0.107,3492,0.10652920962199312
42017105509,750,14.9,750,0.162,4638,0.16170763260025872
42017105510,939,15.5,939,0.189,4974,0.1887816646562123
42017105511,680,14.6,680,0.161,4213,0.16140517446000474
42017105600,369,13.4,369,0.154,2392,0.15426421404682275
42017105702,312,12.9,312,0.115,2711,0.1150866838804869
42017105704,746,10.2,746,0.112,6657,0.11206249061138651
42017105801,661,9.7,661,0.108,6147,0.10753212949406214
42017105805,828,16.5,828,0.148,5588,0.1481746599856836
42017105807,541,14.2,541,0.143,3795,0.14255599472990776
42017105808,464,9.3,464,0.135,3434,0.1351193942923704
42017105809,619,12.3,619,0.143,4329,0.14298914298914298
42017105810,436,15.3,436,0.192,2276,0.19156414762741653
42017105811,884,12.5,884,0.148,5969,0.14809850896297538
42017105812,259,15,259,0.155,1674,0.15471923536439666
42017105900,334,12.7,334,0.183,1825,0.18301369863013697
42017106000,549,11.5,549,0.133,4140,0.13260869565217392
42017106100,605,16.7,605,0.199,3036,0.19927536231884058
42017106200,3098,40.8,3098,0.465,6666,0.46474647464746477
42017106300,794,11.6,794,0.111,7174,0.11067744633398383
42017106401,935,11.1,935,0.12,7818,0.11959580455359427
42017106402,1176,12.8,1176,0.157,7510,0.15659121171770973
42017106500,1175,12.2,1175,0.173,6784,0.17320165094339623
42017106600,372,18.5,372,0.195,1905,0.1952755905511811
42029300101,511,15.8,511,0.164,3107,0.16446733183134857
42029300103,596,16,596,0.222,2690,0.22156133828996283
42029300104,890,17,890,0.175,5075,0.17536945812807883
42029300106,902,17.9,902,0.192,4693,0.19220115064990412
42029300107,683,17.6,683,0.157,4345,0.1571921749136939
42029300108,949,13.3,949,0.156,6065,0.15647155812036273
42029300109,580,17.3,580,0.165,3516,0.16496018202502843
42029300201,889,13,889,0.174,5108,0.1740407204385278
42029300202,1163,25.5,1163,0.212,5485,0.21203281677301733
42029300301,1101,28.3,1101,0.276,3990,0.27593984962406015
42029300302,605,17.1,605,0.165,3663,0.16516516516516516
42029300303,710,18.9,710,0.227,3123,0.22734550112071725
42029300400,559,15.9,559,0.167,3343,0.1672150762787915
42029300501,590,13,590,0.128,4606,0.12809379070777246
42029300502,547,13.6,547,0.146,3750,0.14586666666666667
42029300600,503,5.5,503,0.097,5212,0.09650805832693783
42029300700,483,8,483,0.095,5064,0.09537914691943128
42029300800,675,19,675,0.158,4278,0.15778401122019636
42029300900,367,15.2,367,0.16,2300,0.15956521739130436
42029301000,1450,18.7,1450,0.198,7314,0.1982499316379546
42029301100,423,9.2,423,0.127,3319,0.12744802651401024
42029301300,1082,14.4,1082,0.16,6745,0.16041512231282432
42029301401,416,15.9,416,0.155,2683,0.15505031680954157
42029301402,872,15.5,872,0.165,5296,0.1646525679758308
42029301500,417,14.2,417,0.16,2611,0.15970892378399082
42029301600,469,16.9,469,0.185,2538,0.18479117415287627
42029301700,418,16.1,418,0.235,1782,0.2345679012345679
42029301800,634,12.3,634,0.128,4953,0.1280032303654351
42029301900,501,12.4,501,0.123,4070,0.12309582309582309
42029302000,708,12.8,708,0.125,5654,0.125221082419526
42029302101,730,11.5,730,0.113,6452,0.11314321140731556
42029302102,710,10,710,0.161,4406,0.16114389468906037
42029302202,911,11,911,0.132,6908,0.13187608569774176
42029302203,666,14.6,666,0.132,5054,0.13177681044717054
42029302204,711,8.4,711,0.11,6465,0.10997679814385151
42029302300,579,10.5,579,0.197,2932,0.19747612551159618
42029302400,493,10.4,493,0.126,3920,0.125765306122449
42029302500,390,5.7,390,0.087,4458,0.08748317631224764
42029302600,234,6.1,234,0.048,4891,0.04784297689634022
42029302702,601,8.8,601,0.12,5020,0.1197211155378486
42029302703,593,14.8,593,0.148,4009,0.1479171863307558
42029302704,629,10.9,629,0.122,5168,0.12171052631578948
42029302705,645,14.1,645,0.156,4122,0.1564774381368268
42029302706,634,11.3,634,0.136,4649,0.13637341363734137
42029302802,1543,28.4,1543,0.31,4977,0.3100261201527024
42029302803,1327,66.5,1327,0.685,1936,0.6854338842975206
42029302804,1045,23.7,1045,0.26,4015,0.2602739726027397
42029302805,831,10.3,831,0.114,7279,0.11416403352108806
42029302901,748,15.4,748,0.158,4749,0.1575068435460097
42029302902,771,12.3,771,0.126,6143,0.12550870909978837
42029303000,485,13,485,0.149,3260,0.14877300613496933
42029303100,609,14.7,609,0.143,4249,0.14332784184514002
42029303301,353,12.1,353,0.116,3037,0.1162331247942048
42029303302,1199,16.4,1199,0.242,4961,0.24168514412416853
42029303401,506,12,506,0.12,4231,0.11959347671945167
42029303402,218,7.9,218,0.114,1908,0.11425576519916142
42029303501,826,19.3,826,0.189,4368,0.1891025641025641
42029303502,431,15,431,0.15,2867,0.15033135681897453
42029303801,674,16.7,674,0.169,3998,0.16858429214607304
42029303802,826,9.7,826,0.096,8640,0.09560185185185185
42029303901,751,13.9,751,0.164,4584,0.1638307155322862
42029303902,840,11.2,840,0.155,5426,0.15481017323995577
42029304000,833,11.7,833,0.171,4863,0.171293440263212
42029304101,597,12.9,597,0.137,4351,0.13720983681912205
42029304102,555,12.3,555,0.155,3589,0.15463917525773196
42029304201,828,9.6,828,0.124,6688,0.12380382775119617
42029304300,1006,11.8,1006,0.127,7927,0.12690803582692065
42029304403,429,9.4,429,0.108,3990,0.10751879699248121
42029304404,713,11.1,713,0.139,5148,0.1385003885003885
42029304405,495,7.9,495,0.079,6238,0.07935235652452709
42029304406,496,14.9,496,0.151,3279,0.1512656297651723
42029304501,577,8.4,577,0.068,8465,0.06816302421736563
42029304502,315,9.1,315,0.104,3035,0.10378912685337727
42029304600,423,11.1,423,0.116,3656,0.11570021881838075
42029304900,1168,11.3,1168,0.145,8059,0.14493113289490012
42029305000,208,7,208,0.12,1738,0.11967779056386652
42029305101,989,20.1,989,0.227,4356,0.2270431588613407
42029305102,540,8.5,540,0.115,4711,0.1146253449373806
42029305300,1257,15.2,1257,0.169,7451,0.16870218762582204
42029305400,253,5.3,253,0.061,4119,0.0614226754066521
42029305500,433,10.7,433,0.122,3554,0.12183455261676984
42029305600,221,6.4,221,0.07,3161,0.06991458399240746
42029305700,279,9.7,279,0.121,2298,0.12140992167101827
42029306000,847,10.7,847,0.112,7545,0.112259774685222
42029306300,239,5.9,239,0.084,2850,0.08385964912280702
42029306501,700,17.1,700,0.158,4429,0.15804922104312485
42029306503,204,6.8,204,0.077,2640,0.07727272727272727
42029306504,405,6.7,405,0.081,5015,0.08075772681954138
42029306600,496,16,496,0.153,3246,0.15280345040049292
42029306700,472,10.7,472,0.106,4464,0.1057347670250896
42029306800,224,14.4,224,0.132,1699,0.1318422601530312
42029306900,468,8.7,468,0.08,5874,0.07967313585291114
42029307000,1701,26.1,1701,0.312,5456,0.311766862170088
42029307100,334,13.3,334,0.145,2298,0.1453437771975631
42029307200,222,17.1,222,0.162,1374,0.1615720524017467
42029307300,498,11.5,498,0.131,3799,0.13108712819162938
42029307400,483,11.6,483,0.132,3670,0.13160762942779292
42029307700,369,12.5,369,0.142,2591,0.1424160555769973
42029307800,375,12.9,375,0.139,2693,0.13924990716672855
42029307900,379,6.6,379,0.075,5023,0.0754529165837149
42029308000,856,11.9,856,0.164,5221,0.16395326565791993
42029308101,379,6.5,379,0.083,4547,0.08335166043545195
42029308102,405,9.7,405,0.093,4336,0.0934040590405904
42029308200,371,13.6,371,0.137,2699,0.13745831789551685
42029310400,2,0,2,0.001,3233,6.186204763377668e-4
42029311000,1110,16.9,1110,0.161,6904,0.16077636152954808
42029311100,1103,29.8,1103,0.304,3632,0.3036894273127753
42029311200,394,19.4,394,0.184,2142,0.1839402427637722
42029311300,775,11.1,775,0.162,4798,0.16152563568153397
42029311401,952,14.6,952,0.13,7347,0.12957669797196134
42029311403,956,22.1,956,0.262,3643,0.2624210815262147
42029311404,541,14.9,541,0.142,3806,0.1421439831844456
42029311500,868,21.9,868,0.27,3214,0.2700684505289359
42029311600,201,9.5,201,0.096,2086,0.09635666347075743
42029311700,1007,8.9,1007,0.103,9761,0.10316565925622374
42029311800,456,9.9,456,0.118,3857,0.11822660098522167
42045400301,493,7,493,0.085,5818,0.08473702303196975
42045400302,226,4.4,226,0.061,3730,0.06058981233243968
42045400401,543,8.2,543,0.11,4948,0.10974130962004851
42045400402,261,6.9,261,0.057,4552,0.05733743409490334
42045400500,348,10,348,0.078,4462,0.07799193186911699
42045400600,566,10.8,566,0.12,4698,0.12047679863771818
42045400700,685,11.6,685,0.114,6023,0.11373069898721568
42045400801,156,6,156,0.07,2214,0.07046070460704607
42045400802,462,10.8,462,0.122,3773,0.12244897959183673
42045400900,257,14.9,257,0.163,1575,0.16317460317460317
42045401000,216,9.6,216,0.111,1950,0.11076923076923077
42045401101,401,14.9,401,0.129,3113,0.1288146482492772
42045401103,434,13.7,434,0.125,3471,0.1250360126764621
42045401104,530,11.2,530,0.13,4082,0.12983831455169034
42045401200,597,14.6,597,0.163,3661,0.1630701993990713
42045401301,268,7.6,268,0.107,2508,0.10685805422647528
42045401302,319,13.1,319,0.117,2727,0.11697836450311698
42045401401,178,7.5,178,0.087,2040,0.08725490196078431
42045401402,533,12,533,0.134,3982,0.13385233550979408
42045401501,427,9.9,427,0.117,3665,0.1165075034106412
42045401502,489,9.7,489,0.12,4090,0.119559902200489
42045401600,315,17.9,315,0.189,1663,0.1894167167769092
42045401700,314,10.4,314,0.118,2661,0.11800075159714393
42045401800,369,5.3,369,0.088,4198,0.08789899952358265
42045401900,624,11.7,624,0.147,4259,0.14651326602488848
42045402000,374,21.2,374,0.173,2164,0.17282809611829944
42045402100,680,11.2,680,0.118,5745,0.11836379460400348
42045402200,662,20.7,662,0.283,2343,0.2825437473324797
42045402300,382,9.1,382,0.112,3418,0.1117612638970158
42045402400,230,6.4,230,0.064,3568,0.06446188340807175
42045402500,268,6.5,268,0.084,3174,0.08443604284814114
42045402600,555,9.6,555,0.141,3935,0.14104193138500634
42045402700,234,6,234,0.092,2557,0.09151349237387564
42045402800,610,14.1,610,0.107,5691,0.10718678615357582
42045402900,534,8.9,534,0.154,3474,0.153713298791019
42045403001,511,8.7,511,0.16,3191,0.1601378878094641
42045403002,385,13.1,385,0.146,2633,0.14622104063805544
42045403101,352,6.4,352,0.093,3778,0.09317098994176813
42045403103,260,11.1,260,0.106,2446,0.10629599345870809
42045403104,182,6.7,182,0.071,2553,0.07128867998433217
42045403200,750,15.1,750,0.18,4170,0.17985611510791366
42045403300,634,6.5,634,0.095,6670,0.09505247376311844
42045403401,346,13.9,346,0.126,2741,0.12623130244436337
42045403402,321,7,321,0.083,3875,0.08283870967741935
42045403501,558,12.8,558,0.134,4156,0.13426371511068336
42045403502,612,19.2,612,0.203,3011,0.20325473264696114
42045403601,430,9.1,430,0.107,4010,0.10723192019950124
42045403602,254,10,254,0.134,1890,0.1343915343915344
42045403701,267,10.7,267,0.15,1775,0.1504225352112676
42045403702,395,14.1,395,0.17,2318,0.17040552200172562
42045403800,807,10.3,807,0.125,6467,0.1247873820937065
42045403901,562,12.8,562,0.168,3343,0.16811247382590488
42045403902,560,13.7,560,0.152,3689,0.15180265654648956
42045404003,234,5.6,234,0.098,2390,0.09790794979079498
42045404004,1052,14.8,1052,0.169,6209,0.16943147044612658
42045404101,987,12.4,987,0.16,6158,0.1602793114647613
42045404102,605,10.1,605,0.116,5204,0.11625672559569562
42045404103,547,11.7,547,0.158,3472,0.15754608294930875
42045404300,210,9.5,210,0.081,2596,0.08089368258859785
42045404400,276,12.7,276,0.167,1652,0.16707021791767554
42045404500,580,5.6,580,0.104,5564,0.10424155283968368
42045404600,259,12,259,0.122,2130,0.1215962441314554
42045404700,350,8.6,350,0.089,3942,0.08878741755454084
42045404800,158,6.6,158,0.079,2010,0.07860696517412935
42045404900,126,5.5,126,0.1,1266,0.0995260663507109
42045405000,360,14.2,360,0.199,1805,0.1994459833795014
42045405100,335,10.6,335,0.149,2252,0.14875666074600355
42045405200,426,9.1,426,0.131,3244,0.1313193588162762
42045405300,307,10.3,307,0.122,2523,0.12168053904082442
42045405400,217,7.8,217,0.106,2050,0.10585365853658536
42045406100,194,6.7,194,0.085,2281,0.08505041648399825
42045406201,686,20.3,686,0.211,3247,0.21127194333230676
42045406202,783,10.8,783,0.163,4809,0.16281971303805365
42045406300,424,9.5,424,0.131,3248,0.13054187192118227
42045406401,303,6.5,303,0.107,2844,0.10654008438818566
42045406402,220,14.2,220,0.177,1242,0.17713365539452497
42045406500,182,8.5,182,0.109,1671,0.10891681627767803
42045406600,219,9,219,0.09,2420,0.09049586776859504
42045406700,324,7.5,324,0.093,3482,0.09304997128087306
42045406801,608,14,608,0.139,4376,0.13893967093235832
42045406802,727,15.1,727,0.16,4544,0.1599911971830986
42045406803,1826,19.3,1826,0.227,8034,0.2272840428180234
42045406902,1004,14.5,1004,0.175,5741,0.17488242466469256
42045406903,935,13.1,935,0.177,5293,0.17664840355186096
42045406904,974,9.9,974,0.17,5731,0.16995288780317572
42045407000,464,15.2,464,0.18,2581,0.1797752808988764
42045407101,805,18.2,805,0.194,4146,0.19416304872165943
42045407102,521,13,521,0.152,3418,0.152428320655354
42045407201,1613,22.2,1613,0.327,4933,0.32698155280762214
42045407202,861,18.9,861,0.251,3430,0.2510204081632653
42045407401,722,18.9,722,0.193,3740,0.193048128342246
42045407404,623,20.4,623,0.207,3016,0.20656498673740054
42045407501,346,12,346,0.146,2365,0.1463002114164905
42045407502,454,13.5,454,0.152,2980,0.1523489932885906
42045407600,880,13.6,880,0.14,6307,0.1395275091168543
42045407700,421,13.6,421,0.157,2684,0.1568554396423249
42045407801,973,17.9,973,0.225,4331,0.22465943200184715
42045407802,1144,17,1144,0.169,6766,0.16908069760567543
42045407803,798,14.9,798,0.151,5281,0.15110774474531338
42045407804,703,14.4,703,0.155,4522,0.15546218487394958
42045407805,237,13.2,237,0.139,1705,0.13900293255131965
42045407806,293,20.6,293,0.18,1624,0.18041871921182265
42045407901,774,18.7,774,0.195,3965,0.19520807061790668
42045407902,442,14.7,442,0.159,2774,0.15933669790915644
42045407903,402,9.9,402,0.111,3614,0.11123408965135584
42045408001,1241,16.4,1241,0.192,6477,0.19160104986876642
42045408002,1036,25,1036,0.275,3768,0.2749469214437367
42045408101,1356,21,1356,0.246,5521,0.24560767976815795
42045408102,664,16.8,664,0.186,3568,0.1860986547085202
42045408103,859,14.9,859,0.199,4315,0.19907300115874854
42045408300,732,14,732,0.162,4514,0.16216216216216217
42045408400,785,34,785,0.434,1809,0.43394140409065785
42045408500,637,13.9,637,0.152,4194,0.15188364329995233
42045408600,564,12.6,564,0.164,3438,0.16404886561954624
42045408700,697,14.5,697,0.142,4899,0.1422739334558073
42045408800,636,13.8,636,0.131,4838,0.13145928069450186
42045408900,450,14.3,450,0.151,2988,0.15060240963855423
42045409000,551,14.8,551,0.151,3640,0.15137362637362636
42045409100,559,12.9,559,0.13,4308,0.1297585886722377
42045409200,579,12.7,579,0.142,4065,0.14243542435424356
42045409300,320,11.1,320,0.126,2533,0.12633241215949467
42045409400,546,18,546,0.185,2945,0.18539898132427843
42045409500,822,13.5,822,0.174,4722,0.17407878017789072
42045409601,926,14.9,926,0.193,4806,0.19267582188930504
42045409602,322,4.9,322,0.074,4374,0.07361682670324646
42045409701,873,11.6,873,0.121,7217,0.12096438963558265
42045409702,119,6.9,119,0.059,2010,0.059203980099502486
42045409802,611,9.3,611,0.096,6358,0.09609940232777603
42045409803,990,14.8,990,0.145,6851,0.1445044519048314
42045409902,1420,19.4,1420,0.286,4959,0.2863480540431539
42045409903,866,17.3,866,0.216,4004,0.2162837162837163
42045409904,705,19,705,0.196,3594,0.19616026711185308
42045410000,1248,29.8,1248,0.308,4052,0.3079960513326752
42045410100,1119,12.1,1119,0.144,7771,0.1439969115943894
42045410200,713,19.4,713,0.192,3715,0.19192462987886943
42045410301,1139,11.4,1139,0.142,8012,0.14216175736395406
42045410302,2996,27.2,2996,0.314,9530,0.3143756558237146
42045410400,1545,14.7,1545,0.17,9112,0.1695566286215979
42045410500,512,9,512,0.098,5210,0.09827255278310941
42045410601,403,9.9,403,0.116,3472,0.11607142857142858
42045410602,741,14.8,741,0.152,4863,0.15237507711289328
42045410700,588,7.2,588,0.105,5618,0.10466358134567462
42045410800,1411,14.8,1411,0.177,7986,0.17668419734535437
42091200103,826,20.4,826,0.2,4130,0.2
42091200104,798,20,798,0.189,4217,0.18923405264405976
42091200105,531,17.8,531,0.184,2887,0.18392795289227573
42091200106,627,24.4,627,0.321,1951,0.3213736545361353
42091200200,182,12.9,182,0.132,1375,0.13236363636363635
42091200301,640,9.7,640,0.108,5946,0.10763538513286243
42091200305,399,12.6,399,0.178,2240,0.178125
42091200306,692,19.5,692,0.201,3436,0.20139697322467986
42091200307,657,16,657,0.211,3116,0.2108472400513479
42091200308,477,8.7,477,0.12,3983,0.11975897564649761
42091200309,407,12.5,407,0.146,2788,0.14598278335724535
42091200310,786,25.6,786,0.29,2709,0.2901439645625692
42091200401,699,16.9,699,0.217,3228,0.21654275092936803
42091200402,405,7.2,405,0.097,4184,0.09679732313575526
42091200501,695,12.1,695,0.169,4115,0.16889428918590524
42091200502,577,10.2,577,0.117,4931,0.11701480429933077
42091200505,1025,11,1025,0.135,7594,0.13497498024756385
42091200506,321,5.3,321,0.071,4524,0.070954907161803707
42091200507,683,13.1,683,0.128,5352,0.12761584454409566
42091200602,1080,12.2,1080,0.123,8764,0.12323140118667275
42091200603,595,16.8,595,0.177,3370,0.17655786350148367
42091200605,1293,18.1,1293,0.213,6066,0.21315529179030662
42091200606,279,7.3,279,0.084,3327,0.08385933273219116
42091200607,386,7.4,386,0.089,4328,0.08918669131238448
42091200703,716,15.3,716,0.169,4246,0.16862929816297692
42091200704,709,14.4,709,0.195,3629,0.19537062551667125
42091200707,500,10.5,500,0.124,4044,0.12363996043521266
42091200708,900,10.2,900,0.16,5616,0.16025641025641027
42091200800,358,9.2,358,0.108,3313,0.10805916088137639
42091200901,797,17.2,797,0.193,4133,0.192838132107428
42091200902,106,9.3,106,0.085,1240,0.08548387096774193
42091200903,435,6.3,435,0.095,4569,0.09520682862770848
42091200906,516,20.9,516,0.287,1798,0.28698553948832034
42091200907,275,10.3,275,0.109,2512,0.10947452229299363
42091200908,275,12,275,0.125,2202,0.12488646684831971
42091201003,795,12.4,795,0.159,4994,0.1591910292350821
42091201004,1490,21.2,1490,0.28,5326,0.27975966954562526
42091201005,561,18.6,561,0.17,3306,0.16969147005444646
42091201006,730,31.5,730,0.323,2263,0.3225806451612903
42091201100,404,9.7,404,0.124,3245,0.12449922958397534
42091201201,1415,21.7,1415,0.231,6135,0.2306438467807661
42091201203,928,24.3,928,0.285,3255,0.285099846390169
42091201204,518,17.6,518,0.243,2134,0.24273664479850046
42091201301,671,19.4,671,0.188,3567,0.18811326044294926
42091201302,289,7.3,289,0.098,2940,0.09829931972789116
42091201404,1001,18.2,1001,0.21,4771,0.2098092643051771
42091201406,946,19,946,0.204,4647,0.2035721971164192
42091201407,361,11.2,361,0.139,2596,0.13906009244992296
42091201408,600,14.8,600,0.139,4329,0.1386001386001386
42091201409,878,19.5,878,0.197,4450,0.19730337078651686
42091201410,442,17.6,442,0.174,2534,0.17442778216258878
42091201411,400,13.2,400,0.14,2854,0.1401541695865452
42091201501,1216,29.1,1216,0.335,3630,0.3349862258953168
42091201502,425,23.1,425,0.226,1882,0.22582359192348567
42091201603,747,15.9,747,0.174,4295,0.1739231664726426
42091201604,519,14.4,519,0.168,3084,0.16828793774319067
42091201605,484,10.1,484,0.165,2937,0.1647940074906367
42091201606,284,11.3,284,0.114,2493,0.1139189731247493
42091201607,430,10.6,430,0.121,3541,0.12143462298785654
42091201608,838,16.2,838,0.176,4750,0.17642105263157895
42091201703,381,12.5,381,0.124,3083,0.12358092766785599
42091201704,476,12.2,476,0.142,3349,0.14213197969543148
42091201705,617,11.3,617,0.137,4507,0.1368981584202352
42091201706,450,9.3,450,0.096,4699,0.09576505639497765
42091201800,858,23.5,858,0.291,2949,0.29094608341810785
42091201901,1077,19.4,1077,0.218,4946,0.2177517185604529
42091201902,1266,20.1,1266,0.23,5495,0.23039126478616925
42091202000,337,13.6,337,0.132,2548,0.13226059654631084
42091202100,832,14.5,832,0.188,4426,0.18798011748757343
42091202201,653,12.1,653,0.137,4759,0.13721370035721792
42091202202,480,13.6,480,0.154,3117,0.15399422521655437
42091202301,1139,21.8,1139,0.246,4633,0.24584502482192963
42091202302,599,27.1,599,0.281,2130,0.2812206572769953
42091202401,252,7,252,0.068,3706,0.06799784133837021
42091202402,624,14.6,624,0.131,4768,0.13087248322147652
42091202500,791,13.4,791,0.143,5546,0.1426253155427335
42091202602,864,26.9,864,0.322,2680,0.32238805970149254
42091202603,459,12.8,459,0.139,3291,0.13947128532360983
42091202604,434,21.3,434,0.184,2358,0.18405428329092452
42091203000,544,15.4,544,0.164,3324,0.16365824308062576
42091203103,435,14.9,435,0.148,2940,0.14795918367346939
42091203104,1212,24.3,1212,0.296,4096,0.2958984375
42091203105,798,11.9,798,0.149,5338,0.1494941925814912
42091203106,234,9.7,234,0.121,1935,0.12093023255813953
42091203203,486,11.4,486,0.113,4289,0.11331312660293774
42091203204,1568,19.7,1568,0.245,6404,0.2448469706433479
42091203205,390,17.3,390,0.181,2159,0.18063918480778138
42091203207,637,17.4,637,0.19,3360,0.18958333333333333
42091203208,843,27.5,843,0.284,2965,0.28431703204047215
42091203302,1171,16.3,1171,0.186,6286,0.1862869869551384
42091203303,1437,29,1437,0.363,3960,0.36287878787878786
42091203304,935,22.3,935,0.245,3817,0.24495677233429394
42091203401,1338,19.4,1338,0.224,5970,0.2241206030150754
42091203402,842,11.4,842,0.129,6545,0.12864782276546982
42091203403,872,21.2,872,0.281,3102,0.28110896196002577
42091203500,1020,12.2,1020,0.16,6384,0.15977443609022557
42091203601,284,6.4,284,0.095,3000,0.09466666666666666
42091203602,628,11.2,628,0.153,4101,0.15313338210192637
42091203700,174,5.3,174,0.09,1929,0.09020217729393468
42091203801,403,10.1,403,0.105,3823,0.10541459586712006
42091203803,336,5.1,336,0.06,5645,0.059521700620017715
42091203804,178,3.7,178,0.053,3333,0.05340534053405341
42091203901,216,4.2,216,0.066,3288,0.06569343065693431
42091203902,457,15.8,457,0.147,3106,0.14713457823567289
42091204002,463,11.2,463,0.133,3482,0.13296955772544514
42091204007,242,9.4,242,0.11,2205,0.10975056689342404
42091204008,486,18.7,486,0.179,2713,0.1791374861776631
42091204009,424,21.5,424,0.248,1707,0.24838898652606914
42091204010,419,17.1,419,0.161,2606,0.1607828089025326
42091204101,535,11.7,535,0.138,3880,0.13788659793814434
42091204102,323,7,323,0.08,4036,0.08002973240832507
42091204200,183,12.6,183,0.134,1363,0.13426265590608952
42091204300,946,30.1,946,0.342,2770,0.34151624548736464
42091204400,483,13.9,483,0.155,3123,0.15465898174831894
42091204500,789,15.3,789,0.166,4742,0.16638549135385913
42091204600,688,15.9,688,0.155,4442,0.15488518685276903
42091204701,662,34.2,662,0.323,2047,0.323400097703957
42091204702,510,15.5,510,0.15,3399,0.1500441306266549
42091204800,1368,26.5,1368,0.273,5019,0.27256425582785415
42091204900,1146,21.2,1146,0.217,5279,0.21708656942602766
42091205000,289,16.5,289,0.115,2514,0.11495624502784407
42091205100,249,18.7,249,0.154,1615,0.15417956656346749
42091205200,806,28.5,806,0.272,2966,0.2717464598786244
42091205300,345,11.9,345,0.163,2113,0.1632749645054425
42091205400,1221,20.1,1221,0.197,6204,0.19680851063829788
42091205501,586,15.5,586,0.164,3573,0.16400783655191717
42091205502,640,16.9,640,0.176,3636,0.17601760176017603
42091205503,1067,18.4,1067,0.223,4778,0.22331519464210967
